timestamp,vehicle_id,vehicle_type,engine_type,engine_cc,gear,speed_kmph,rpm,engine_temp_c,oil_pressure_psi,vibration
2024-01-21T08:20:55,VH_01,Car,Petrol,1500.0,3,51.15,2607.3,93.9,57.6,4.24
2024-01-21T08:27:12,VH_01,Car,Petrol,1500.0,3,56.28,2125.7,101.4,40.0,3.19
2024-01-21T08:29:15,VH_01,Car,Petrol,1500.0,1,17.43,1109.6,84.2,47.9,2.64
2024-01-21T08:44:12,VH_01,Car,Petrol,1500.0,3,57.33,2522.2,101.4,40.3,2.31
2024-01-21T08:47:51,VH_01,Car,Petrol,1500.0,5,92.71,1896.9,61.9,29.5,5.44
2024-01-21T09:36:53,VH_01,Car,Petrol,1500.0,2,40.35,2160.7,96.0,49.2,3.43
2024-01-21T09:39:23,VH_01,Car,Petrol,1500.0,4,66.28,2258.3,75.7,50.0,3.45
2024-01-21T09:52:08,VH_01,Car,Petrol,1500.0,4,80.71,2509.5,101.5,57.1,3.09
2024-01-21T10:16:07,VH_01,Car,Petrol,1500.0,2,45.96,1996.2,91.5,48.7,2.42
2024-01-21T10:31:18,VH_01,Car,Petrol,1500.0,1,29.43,1409.4,88.5,49.8,2.54
2024-01-21T10:34:29,VH_01,Car,Petrol,1500.0,3,54.45,2491.7,102.4,61.6,3.18
2024-01-21T10:41:57,VH_01,Car,Petrol,1500.0,1,21.31,1441.6,77.2,49.4,2.46
2024-01-21T10:48:22,VH_01,Car,Petrol,1500.0,3,54.86,2403.3,98.5,60.6,4.2
2024-01-21T10:49:14,VH_01,Car,Petrol,1500.0,1,23.72,1617.3,82.6,49.4,1.83
2024-01-21T10:57:11,VH_01,Car,Petrol,1500.0,5,86.7,1789.2,112.5,48.4,3.9
2024-01-21T11:20:17,VH_01,Car,Petrol,1500.0,1,19.85,1714.0,84.9,40.6,2.42
2024-01-22T08:07:32,VH_01,Car,Petrol,1500.0,2,31.09,2205.5,88.5,46.2,3.06
2024-01-22T08:17:30,VH_01,Car,Petrol,1500.0,1,36.93,1665.4,85.1,52.3,2.37
2024-01-22T08:40:34,VH_01,Car,Petrol,1500.0,2,43.35,2155.7,81.6,47.1,3.07
2024-01-22T08:49:43,VH_01,Car,Petrol,1500.0,3,51.39,2661.7,82.7,48.7,2.89
2024-01-22T08:54:43,VH_01,Car,Petrol,1500.0,2,35.98,1800.8,91.5,46.8,3.22
2024-01-22T09:35:36,VH_01,Car,Petrol,1500.0,4,70.25,2132.5,94.8,42.0,5.16
2024-01-22T09:37:57,VH_01,Car,Petrol,1500.0,3,58.47,1933.1,86.8,33.0,2.39
2024-01-22T09:55:10,VH_01,Car,Petrol,1500.0,1,18.28,1503.1,79.5,37.8,3.3
2024-01-22T09:58:46,VH_01,Car,Petrol,1500.0,1,18.6,1688.2,80.1,43.9,2.78
2024-01-22T10:12:00,VH_01,Car,Petrol,1500.0,5,85.39,2014.2,97.8,49.4,4.19
2024-01-22T10:21:07,VH_01,Car,Petrol,1500.0,4,68.69,1988.1,80.6,64.0,3.74
2024-01-22T10:33:06,VH_01,Car,Petrol,1500.0,2,35.76,2272.2,99.3,57.3,2.71
2024-01-22T10:38:53,VH_01,Car,Petrol,1500.0,4,73.42,2256.2,101.2,43.9,4.05
2024-01-22T10:51:53,VH_01,Car,Petrol,1500.0,5,82.71,1977.4,96.0,51.7,4.37
2024-01-22T11:13:55,VH_01,Car,Petrol,1500.0,4,82.5,1855.7,96.0,48.3,3.92
2024-01-22T11:14:39,VH_01,Car,Petrol,1500.0,4,70.23,2096.5,95.0,51.8,4.9
2024-01-22T11:19:36,VH_01,Car,Petrol,1500.0,4,73.88,2424.1,98.0,61.5,4.57
2024-01-23T08:02:42,VH_01,Car,Petrol,1500.0,5,83.68,2027.7,82.6,53.4,3.32
2024-01-23T08:47:04,VH_01,Car,Petrol,1500.0,3,54.29,2433.7,94.3,55.3,3.13
2024-01-23T08:58:50,VH_01,Car,Petrol,1500.0,1,23.75,1567.7,82.9,48.2,3.64
2024-01-23T09:14:41,VH_01,Car,Petrol,1500.0,1,23.25,1131.8,78.6,41.9,2.51
2024-01-23T09:19:34,VH_01,Car,Petrol,1500.0,3,59.23,2815.9,89.7,54.8,3.52
2024-01-23T09:33:29,VH_01,Car,Petrol,1500.0,3,58.87,2333.4,103.2,39.9,1.96
2024-01-23T09:45:15,VH_01,Car,Petrol,1500.0,4,67.37,2024.8,95.2,56.0,4.21
2024-01-23T10:04:29,VH_01,Car,Petrol,1500.0,3,53.68,2386.3,88.6,45.9,2.79
2024-01-23T10:24:00,VH_01,Car,Petrol,1500.0,4,75.07,2279.1,90.0,64.9,4.39
2024-01-23T10:29:10,VH_01,Car,Petrol,1500.0,4,78.62,2461.1,80.7,37.9,2.78
2024-01-23T10:36:27,VH_01,Car,Petrol,1500.0,3,61.15,2493.6,84.8,33.0,4.12
2024-01-23T11:07:05,VH_01,Car,Petrol,1500.0,3,52.95,2001.3,97.2,57.9,2.74
2024-01-23T11:18:17,VH_01,Car,Petrol,1500.0,3,60.81,2208.5,80.3,45.6,4.1
2024-01-23T11:18:23,VH_01,Car,Petrol,1500.0,3,58.66,2325.2,101.8,59.9,2.69
2024-01-24T08:01:43,VH_01,Car,Petrol,1500.0,5,75.8,1884.1,88.8,52.2,2.27
2024-01-24T08:23:35,VH_01,Car,Petrol,1500.0,4,76.15,2377.5,75.8,53.5,3.47
2024-01-24T08:30:08,VH_01,Car,Petrol,1500.0,5,83.86,1792.8,88.0,56.7,4.29
2024-01-24T09:02:52,VH_01,Car,Petrol,1500.0,3,62.2,2346.6,83.1,49.1,3.54
2024-01-24T09:05:30,VH_01,Car,Petrol,1500.0,2,43.14,1931.8,71.8,47.7,2.86
2024-01-24T09:10:50,VH_01,Car,Petrol,1500.0,2,31.56,1869.3,94.3,43.8,2.15
2024-01-24T10:05:57,VH_01,Car,Petrol,1500.0,3,55.41,2137.1,101.7,52.9,3.01
2024-01-24T10:20:18,VH_01,Car,Petrol,1500.0,3,60.91,2185.9,93.8,58.3,4.0
2024-01-24T10:26:00,VH_01,Car,Petrol,1500.0,2,36.92,1965.4,80.7,46.7,2.49
2024-01-24T10:44:48,VH_01,Car,Petrol,1500.0,3,71.09,2628.5,88.7,56.9,4.33
2024-01-24T10:52:47,VH_01,Car,Petrol,1500.0,2,35.96,2128.3,86.4,52.4,3.37
2024-01-24T11:12:17,VH_01,Car,Petrol,1500.0,3,54.33,2337.2,84.5,45.7,3.38
2024-01-25T08:03:30,VH_01,Car,Petrol,1500.0,2,39.46,1694.8,89.3,36.2,2.2
2024-01-25T08:18:34,VH_01,Car,Petrol,1500.0,3,57.32,2687.7,84.0,42.5,3.84
2024-01-25T08:36:29,VH_01,Car,Petrol,1500.0,2,34.61,1749.4,87.9,46.3,3.19
2024-01-25T08:44:59,VH_01,Car,Petrol,1500.0,1,16.55,1615.2,84.8,29.5,2.43
2024-01-25T08:51:21,VH_01,Car,Petrol,1500.0,2,37.45,2067.6,87.7,46.6,2.46
2024-01-25T08:55:22,VH_01,Car,Petrol,1500.0,5,86.8,2021.6,91.6,60.5,4.0
2024-01-25T09:15:25,VH_01,Car,Petrol,1500.0,1,14.74,1354.9,85.9,41.2,2.19
2024-01-25T09:31:04,VH_01,Car,Petrol,1500.0,1,21.72,1438.4,86.1,46.2,3.29
2024-01-25T10:07:01,VH_01,Car,Petrol,1500.0,3,65.2,2827.4,94.3,42.4,3.28
2024-01-25T10:08:18,VH_01,Car,Petrol,1500.0,2,38.63,2035.4,101.9,50.4,3.12
2024-01-25T10:22:05,VH_01,Car,Petrol,1500.0,5,88.7,2232.0,93.5,52.4,5.02
2024-01-25T10:41:16,VH_01,Car,Petrol,1500.0,2,37.55,1761.7,88.7,57.7,3.19
2024-01-25T10:58:53,VH_01,Car,Petrol,1500.0,5,83.65,1648.4,92.3,36.5,4.41
2024-01-26T08:11:32,VH_01,Car,Petrol,1500.0,3,61.71,2590.5,89.8,41.8,4.3
2024-01-26T08:16:10,VH_01,Car,Petrol,1500.0,4,74.45,1927.1,98.3,61.3,3.34
2024-01-26T08:30:45,VH_01,Car,Petrol,1500.0,4,70.15,2232.9,102.2,47.3,4.44
2024-01-26T08:57:56,VH_01,Car,Petrol,1500.0,2,42.95,1447.2,89.4,52.6,2.11
2024-01-26T09:00:22,VH_01,Car,Petrol,1500.0,2,41.25,1872.5,86.4,42.1,2.73
2024-01-26T09:11:44,VH_01,Car,Petrol,1500.0,2,41.09,2275.8,88.7,48.9,2.78
2024-01-26T09:43:22,VH_01,Car,Petrol,1500.0,3,54.7,2422.8,78.3,52.8,3.95
2024-01-26T10:24:42,VH_01,Car,Petrol,1500.0,2,42.83,2165.7,95.0,49.1,2.22
2024-01-26T10:57:03,VH_01,Car,Petrol,1500.0,3,53.85,2513.1,101.9,45.6,3.64
2024-01-26T10:57:38,VH_01,Car,Petrol,1500.0,5,79.89,1670.0,87.5,49.7,3.46
2024-01-26T10:59:09,VH_01,Car,Petrol,1500.0,5,82.55,1296.8,94.6,47.8,4.61
2024-01-27T08:11:20,VH_01,Car,Petrol,1500.0,1,19.62,1116.2,84.9,45.3,3.73
2024-01-27T08:23:26,VH_01,Car,Petrol,1500.0,3,62.53,2826.7,90.4,42.5,3.0
2024-01-27T08:35:34,VH_01,Car,Petrol,1500.0,1,22.72,1562.2,92.4,49.3,2.42
2024-01-27T08:50:57,VH_01,Car,Petrol,1500.0,3,52.25,2280.8,83.8,40.9,3.55
2024-01-27T09:22:13,VH_01,Car,Petrol,1500.0,4,68.05,2055.2,103.3,70.4,3.71
2024-01-27T09:30:30,VH_01,Car,Petrol,1500.0,4,67.82,2381.6,90.7,53.2,4.97
2024-01-27T09:50:06,VH_01,Car,Petrol,1500.0,2,46.79,2249.5,70.6,60.5,2.92
2024-01-27T10:10:55,VH_01,Car,Petrol,1500.0,5,85.69,1663.1,93.4,49.9,5.1
2024-01-27T10:17:26,VH_01,Car,Petrol,1500.0,4,78.11,2151.6,105.7,41.0,2.71
2024-01-27T10:58:43,VH_01,Car,Petrol,1500.0,2,44.88,1635.6,86.1,43.5,3.19
2024-01-28T08:08:05,VH_01,Car,Petrol,1500.0,2,35.68,1945.1,90.1,56.9,2.69
2024-01-28T08:15:33,VH_01,Car,Petrol,1500.0,1,25.07,1357.1,94.3,47.4,1.9
2024-01-28T08:25:33,VH_01,Car,Petrol,1500.0,5,75.83,1684.8,101.3,69.1,4.63
2024-01-28T08:56:15,VH_01,Car,Petrol,1500.0,2,46.37,2072.4,100.5,53.2,2.8
2024-01-28T08:58:32,VH_01,Car,Petrol,1500.0,4,67.07,2269.5,88.3,45.2,4.66
2024-01-28T09:06:12,VH_01,Car,Petrol,1500.0,1,21.84,1511.8,85.1,44.9,2.6
2024-01-28T09:18:47,VH_01,Car,Petrol,1500.0,4,74.05,2249.8,81.3,55.0,4.49
2024-01-28T09:57:19,VH_01,Car,Petrol,1500.0,5,82.18,2189.7,95.5,50.9,3.75
2024-01-28T10:01:14,VH_01,Car,Petrol,1500.0,4,79.8,2211.4,86.4,46.7,2.88
2024-01-28T10:07:23,VH_01,Car,Petrol,1500.0,5,89.41,1646.6,92.0,41.9,3.21
2024-01-28T10:19:50,VH_01,Car,Petrol,1500.0,4,69.82,2328.8,86.6,68.1,4.11
2024-01-28T10:25:21,VH_01,Car,Petrol,1500.0,1,25.64,1561.8,93.5,46.2,3.8
2024-01-28T10:39:06,VH_01,Car,Petrol,1500.0,1,23.62,1638.6,85.9,43.2,2.09
2024-01-28T10:45:44,VH_01,Car,Petrol,1500.0,4,76.29,2117.3,93.3,62.5,3.19
2024-01-28T10:54:15,VH_01,Car,Petrol,1500.0,3,52.71,2468.7,88.8,50.5,4.31
2024-01-28T11:05:00,VH_01,Car,Petrol,1500.0,4,71.7,1912.3,102.1,45.1,4.78
2024-01-28T11:08:07,VH_01,Car,Petrol,1500.0,5,86.07,2241.2,107.5,38.9,3.33
2024-01-28T11:16:27,VH_01,Car,Petrol,1500.0,5,87.71,1986.3,95.6,54.7,4.32
2024-01-29T08:23:15,VH_01,Car,Petrol,1500.0,5,94.81,1817.4,94.9,50.4,3.28
2024-01-29T08:42:00,VH_01,Car,Petrol,1500.0,5,87.55,2177.9,82.9,36.2,4.82
2024-01-29T08:45:52,VH_01,Car,Petrol,1500.0,1,15.72,1341.4,84.5,39.8,2.22
2024-01-29T08:50:16,VH_01,Car,Petrol,1500.0,1,20.17,1685.2,94.5,38.0,2.78
2024-01-29T08:53:30,VH_01,Car,Petrol,1500.0,2,33.22,1548.8,78.2,48.3,3.16
2024-01-29T09:17:46,VH_01,Car,Petrol,1500.0,5,88.99,2176.9,87.9,55.7,4.58
2024-01-29T09:24:54,VH_01,Car,Petrol,1500.0,4,71.76,2186.2,97.4,43.0,4.31
2024-01-29T09:29:48,VH_01,Car,Petrol,1500.0,4,79.06,2429.7,96.1,60.5,4.94
2024-01-29T10:43:34,VH_01,Car,Petrol,1500.0,3,56.55,2645.4,84.1,45.5,4.22
2024-01-30T08:25:43,VH_01,Car,Petrol,1500.0,5,88.27,1878.9,104.4,43.6,4.16
2024-01-30T08:40:02,VH_01,Car,Petrol,1500.0,5,90.6,1882.7,77.6,62.2,3.71
2024-01-30T08:54:57,VH_01,Car,Petrol,1500.0,1,10.98,1667.1,79.4,47.6,3.22
2024-01-30T08:57:47,VH_01,Car,Petrol,1500.0,3,61.67,2505.5,101.7,52.3,3.35
2024-01-30T08:59:52,VH_01,Car,Petrol,1500.0,4,76.29,2220.0,88.2,55.8,4.27
2024-01-30T10:01:14,VH_01,Car,Petrol,1500.0,3,54.16,2126.8,85.1,45.0,4.13
2024-01-30T10:04:06,VH_01,Car,Petrol,1500.0,3,68.1,2991.7,101.7,46.1,3.9
2024-01-30T10:18:12,VH_01,Car,Petrol,1500.0,5,89.56,2169.5,88.6,69.4,3.32
2024-01-30T10:30:13,VH_01,Car,Petrol,1500.0,3,63.47,3101.8,104.4,58.5,4.22
2024-01-30T10:49:59,VH_01,Car,Petrol,1500.0,3,61.31,3081.7,83.0,45.3,3.86
2024-01-30T11:11:13,VH_01,Car,Petrol,1500.0,4,72.34,2325.4,79.4,43.0,3.04
2024-01-31T08:25:00,VH_01,Car,Petrol,1500.0,5,86.61,1916.4,88.7,44.1,5.21
2024-01-31T08:38:14,VH_01,Car,Petrol,1500.0,5,80.0,1808.2,100.9,51.7,5.55
2024-01-31T08:48:06,VH_01,Car,Petrol,1500.0,2,36.06,1968.0,82.3,38.4,3.12
2024-01-31T09:05:04,VH_01,Car,Petrol,1500.0,3,73.14,3054.7,97.9,48.1,2.73
2024-01-31T09:11:52,VH_01,Car,Petrol,1500.0,2,40.08,2052.8,87.4,44.7,3.24
2024-01-31T09:30:33,VH_01,Car,Petrol,1500.0,3,68.39,2513.9,80.5,55.2,3.95
2024-01-31T09:44:33,VH_01,Car,Petrol,1500.0,2,41.24,2421.0,85.2,54.5,2.98
2024-01-31T09:53:46,VH_01,Car,Petrol,1500.0,4,75.86,2469.9,101.5,42.2,4.48
2024-01-31T10:44:52,VH_01,Car,Petrol,1500.0,4,65.72,2206.8,103.3,51.4,4.36
2024-01-31T10:45:29,VH_01,Car,Petrol,1500.0,1,24.77,1615.9,86.6,46.0,2.32
2024-01-31T10:54:00,VH_01,Car,Petrol,1500.0,3,61.0,2399.4,86.3,49.8,3.18
2024-01-31T10:55:42,VH_01,Car,Petrol,1500.0,1,30.45,1774.7,84.3,49.8,3.31
2024-01-31T11:04:41,VH_01,Car,Petrol,1500.0,1,23.17,1474.3,75.6,42.3,2.55
2024-01-01T08:41:59,VH_02,Car,Diesel,2000.0,4,77.23,2429.3,104.3,43.0,3.27
2024-01-01T08:44:35,VH_02,Car,Diesel,2000.0,3,54.44,2579.0,92.1,48.4,2.95
2024-01-01T09:59:08,VH_02,Car,Diesel,2000.0,5,76.81,1897.6,99.4,70.5,3.31
2024-01-01T10:50:39,VH_02,Car,Diesel,2000.0,2,40.58,2076.9,84.9,56.1,3.25
2024-01-01T10:52:01,VH_02,Car,Diesel,2000.0,5,83.13,2248.9,108.3,35.3,2.37
2024-01-01T10:52:30,VH_02,Car,Diesel,2000.0,5,74.15,2145.7,97.5,59.6,2.84
2024-01-01T10:58:40,VH_02,Car,Diesel,2000.0,2,42.13,1962.4,86.0,41.7,2.3
2024-01-02T08:02:26,VH_02,Car,Diesel,2000.0,2,33.56,1951.5,86.4,36.0,3.38
2024-01-02T08:02:39,VH_02,Car,Diesel,2000.0,1,7.46,1512.0,86.4,51.8,1.85
2024-01-02T08:05:38,VH_02,Car,Diesel,2000.0,1,16.6,1665.0,80.7,41.7,2.35
2024-01-02T08:19:02,VH_02,Car,Diesel,2000.0,3,56.05,2020.6,93.2,64.2,2.55
2024-01-02T08:38:16,VH_02,Car,Diesel,2000.0,4,69.81,1930.1,84.3,54.8,3.96
2024-01-02T08:43:08,VH_02,Car,Diesel,2000.0,3,59.47,2669.4,82.9,49.8,3.38
2024-01-02T08:46:07,VH_02,Car,Diesel,2000.0,2,44.44,2019.0,92.5,50.9,2.26
2024-01-02T09:05:28,VH_02,Car,Diesel,2000.0,2,35.58,1773.1,97.1,51.1,3.62
2024-01-02T09:27:44,VH_02,Car,Diesel,2000.0,2,39.05,1840.7,90.8,35.5,2.65
2024-01-02T09:36:23,VH_02,Car,Diesel,2000.0,4,75.96,1969.1,87.1,47.8,3.15
2024-01-02T09:46:16,VH_02,Car,Diesel,2000.0,5,81.95,1785.8,88.0,51.8,2.84
2024-01-02T09:58:14,VH_02,Car,Diesel,2000.0,1,19.58,1695.7,87.6,39.5,2.33
2024-01-02T10:01:11,VH_02,Car,Diesel,2000.0,1,24.08,1364.6,81.1,49.2,2.95
2024-01-02T10:21:30,VH_02,Car,Diesel,2000.0,3,53.74,2297.5,87.2,63.9,2.92
2024-01-02T10:50:12,VH_02,Car,Diesel,2000.0,1,21.07,1437.0,82.1,46.7,2.97
2024-01-02T10:51:23,VH_02,Car,Diesel,2000.0,5,88.27,1641.0,81.2,52.5,2.09
2024-01-02T11:04:52,VH_02,Car,Diesel,2000.0,1,16.16,1665.6,90.5,42.7,2.43
2024-01-03T08:12:33,VH_02,Car,Diesel,2000.0,4,74.49,2875.5,98.3,51.8,3.79
2024-01-03T08:13:10,VH_02,Car,Diesel,2000.0,5,83.78,2109.6,93.2,56.1,4.27
2024-01-03T08:19:02,VH_02,Car,Diesel,2000.0,3,62.74,2960.0,80.0,48.1,3.2
2024-01-03T08:26:51,VH_02,Car,Diesel,2000.0,5,86.08,2298.1,77.0,52.9,3.4
2024-01-03T08:49:53,VH_02,Car,Diesel,2000.0,5,87.72,2203.3,90.5,47.5,4.43
2024-01-03T09:01:06,VH_02,Car,Diesel,2000.0,3,61.47,2695.5,82.0,48.6,3.5
2024-01-03T09:07:48,VH_02,Car,Diesel,2000.0,5,79.09,1825.8,98.2,52.3,3.37
2024-01-03T09:12:45,VH_02,Car,Diesel,2000.0,5,97.26,2488.5,88.4,40.5,4.99
2024-01-03T09:16:26,VH_02,Car,Diesel,2000.0,1,25.16,1409.7,86.0,41.2,1.93
2024-01-03T09:24:01,VH_02,Car,Diesel,2000.0,1,23.88,1559.1,77.4,52.4,1.92
2024-01-03T09:55:45,VH_02,Car,Diesel,2000.0,3,53.57,2752.6,87.4,29.7,3.24
2024-01-03T10:15:23,VH_02,Car,Diesel,2000.0,5,81.38,1870.2,89.9,53.9,3.86
2024-01-03T10:20:07,VH_02,Car,Diesel,2000.0,1,19.09,1222.8,87.5,52.4,3.64
2024-01-03T10:20:44,VH_02,Car,Diesel,2000.0,5,87.79,2122.9,98.1,51.8,3.72
2024-01-03T10:55:55,VH_02,Car,Diesel,2000.0,3,54.44,1909.3,90.7,64.3,3.69
2024-01-03T11:05:53,VH_02,Car,Diesel,2000.0,3,54.89,2342.6,93.5,59.1,2.72
2024-01-03T11:12:35,VH_02,Car,Diesel,2000.0,5,86.01,2463.9,95.0,46.9,2.51
2024-01-04T08:22:28,VH_02,Car,Diesel,2000.0,3,53.72,2392.5,85.5,55.2,3.37
2024-01-04T08:32:20,VH_02,Car,Diesel,2000.0,5,80.03,2105.4,100.6,44.4,3.35
2024-01-04T08:43:29,VH_02,Car,Diesel,2000.0,3,56.6,2654.3,94.0,49.6,4.29
2024-01-04T08:52:40,VH_02,Car,Diesel,2000.0,5,89.83,2043.8,119.9,53.3,3.55
2024-01-04T09:09:35,VH_02,Car,Diesel,2000.0,3,57.64,2195.0,88.3,49.7,3.41
2024-01-04T10:28:04,VH_02,Car,Diesel,2000.0,5,79.38,1886.7,60.0,45.1,3.72
2024-01-04T10:59:54,VH_02,Car,Diesel,2000.0,5,85.77,2146.5,89.3,52.3,3.61
2024-01-04T11:10:47,VH_02,Car,Diesel,2000.0,2,35.91,1919.5,96.0,39.6,3.35
2024-01-04T11:11:56,VH_02,Car,Diesel,2000.0,1,22.11,1481.6,84.6,47.7,2.97
2024-01-05T08:31:08,VH_02,Car,Diesel,2000.0,1,25.51,1435.9,94.0,46.2,2.75
2024-01-05T08:33:24,VH_02,Car,Diesel,2000.0,2,44.08,1926.5,87.6,38.9,2.79
2024-01-05T08:40:32,VH_02,Car,Diesel,2000.0,4,78.36,1997.9,93.4,47.6,3.78
2024-01-05T08:48:45,VH_02,Car,Diesel,2000.0,3,53.84,2318.2,102.0,63.9,2.96
2024-01-05T08:52:51,VH_02,Car,Diesel,2000.0,1,17.33,1596.5,87.1,48.0,3.53
2024-01-05T08:54:51,VH_02,Car,Diesel,2000.0,1,33.92,1358.1,78.7,43.9,2.35
2024-01-05T09:14:50,VH_02,Car,Diesel,2000.0,2,27.87,2103.7,90.8,48.3,3.33
2024-01-05T09:20:03,VH_02,Car,Diesel,2000.0,3,57.73,2245.5,94.0,37.5,3.25
2024-01-05T09:23:07,VH_02,Car,Diesel,2000.0,2,40.3,2426.0,95.5,47.6,3.57
2024-01-05T09:30:15,VH_02,Car,Diesel,2000.0,1,14.87,1490.9,82.9,42.2,2.66
2024-01-05T09:38:07,VH_02,Car,Diesel,2000.0,1,14.49,1552.8,91.4,48.7,2.64
2024-01-05T09:39:48,VH_02,Car,Diesel,2000.0,2,37.14,2379.1,91.6,48.4,2.87
2024-01-05T09:41:32,VH_02,Car,Diesel,2000.0,3,54.44,2471.9,99.3,41.0,2.52
2024-01-05T09:46:54,VH_02,Car,Diesel,2000.0,2,44.07,2120.6,103.8,48.2,3.2
2024-01-05T09:55:21,VH_02,Car,Diesel,2000.0,3,54.07,2711.5,82.6,42.5,3.38
2024-01-05T10:05:30,VH_02,Car,Diesel,2000.0,5,76.68,2193.0,97.0,43.4,3.98
2024-01-05T10:16:34,VH_02,Car,Diesel,2000.0,2,35.01,1711.7,77.9,37.2,2.19
2024-01-05T10:22:19,VH_02,Car,Diesel,2000.0,4,68.13,2158.8,98.7,53.7,2.97
2024-01-05T10:26:22,VH_02,Car,Diesel,2000.0,3,60.92,3008.7,103.3,51.1,4.22
2024-01-05T10:31:56,VH_02,Car,Diesel,2000.0,5,88.7,2305.2,85.1,65.4,2.4
2024-01-05T10:35:45,VH_02,Car,Diesel,2000.0,4,61.06,2051.2,79.5,54.8,6.01
2024-01-05T10:55:03,VH_02,Car,Diesel,2000.0,2,32.4,1954.6,74.9,49.1,3.86
2024-01-06T08:00:51,VH_02,Car,Diesel,2000.0,3,62.51,2564.0,90.0,44.3,3.96
2024-01-06T08:24:09,VH_02,Car,Diesel,2000.0,3,62.03,2719.2,90.1,43.3,3.22
2024-01-06T08:40:18,VH_02,Car,Diesel,2000.0,3,55.67,2065.1,83.5,43.0,3.65
2024-01-06T09:01:22,VH_02,Car,Diesel,2000.0,5,91.14,1953.9,87.6,30.1,4.52
2024-01-06T09:41:50,VH_02,Car,Diesel,2000.0,4,75.21,2490.7,79.8,29.3,3.64
2024-01-06T10:08:06,VH_02,Car,Diesel,2000.0,2,31.12,1784.6,88.2,35.1,3.53
2024-01-06T10:54:58,VH_02,Car,Diesel,2000.0,1,16.81,1357.1,87.6,46.6,2.58
2024-01-06T11:01:02,VH_02,Car,Diesel,2000.0,3,48.94,2052.8,94.4,41.0,3.6
2024-01-06T11:02:49,VH_02,Car,Diesel,2000.0,5,88.87,2292.9,82.4,54.4,4.75
2024-01-06T11:15:04,VH_02,Car,Diesel,2000.0,4,68.82,2344.3,85.3,69.5,4.46
2024-01-07T08:00:33,VH_02,Car,Diesel,2000.0,4,60.59,2011.0,90.8,45.7,3.75
2024-01-07T08:06:30,VH_02,Car,Diesel,2000.0,2,39.94,1795.2,85.1,53.2,3.16
2024-01-07T08:38:22,VH_02,Car,Diesel,2000.0,5,88.11,2362.1,89.8,38.1,3.47
2024-01-07T09:21:16,VH_02,Car,Diesel,2000.0,5,94.02,1970.8,87.3,65.6,3.54
2024-01-07T09:33:45,VH_02,Car,Diesel,2000.0,5,84.88,2368.2,87.6,47.9,2.49
2024-01-07T09:37:05,VH_02,Car,Diesel,2000.0,3,58.46,2422.3,92.5,46.0,2.23
2024-01-07T09:48:44,VH_02,Car,Diesel,2000.0,4,71.75,2536.1,93.1,36.3,3.11
2024-01-07T09:50:03,VH_02,Car,Diesel,2000.0,5,89.5,2319.9,102.4,55.3,3.7
2024-01-07T09:53:15,VH_02,Car,Diesel,2000.0,4,69.98,2407.1,76.7,62.5,4.06
2024-01-07T10:38:23,VH_02,Car,Diesel,2000.0,1,17.46,1557.4,80.8,41.8,2.09
2024-01-07T10:38:34,VH_02,Car,Diesel,2000.0,5,81.4,1676.6,86.7,41.7,4.79
2024-01-07T10:39:35,VH_02,Car,Diesel,2000.0,4,78.79,2499.1,96.8,70.4,2.82
2024-01-07T10:40:00,VH_02,Car,Diesel,2000.0,2,42.88,1794.0,83.7,60.3,3.0
2024-01-07T10:59:44,VH_02,Car,Diesel,2000.0,5,79.51,1918.6,91.5,51.9,3.01
2024-01-08T08:11:36,VH_02,Car,Diesel,2000.0,4,69.33,2056.3,90.2,44.0,1.95
2024-01-08T08:41:28,VH_02,Car,Diesel,2000.0,4,67.14,2575.3,81.6,58.6,4.65
2024-01-08T09:14:02,VH_02,Car,Diesel,2000.0,1,26.24,1393.8,83.3,46.7,3.28
2024-01-08T09:52:19,VH_02,Car,Diesel,2000.0,3,56.08,2354.9,85.7,53.4,3.25
2024-01-08T10:09:29,VH_02,Car,Diesel,2000.0,1,22.56,1800.7,83.3,43.9,2.19
2024-01-08T10:12:14,VH_02,Car,Diesel,2000.0,2,45.76,2049.0,82.6,38.7,3.15
2024-01-08T10:30:18,VH_02,Car,Diesel,2000.0,5,83.97,2295.2,87.4,50.4,3.84
2024-01-08T10:35:00,VH_02,Car,Diesel,2000.0,2,40.21,2078.3,92.1,56.8,2.33
2024-01-08T10:45:25,VH_02,Car,Diesel,2000.0,2,35.76,1582.2,90.3,49.9,3.7
2024-01-08T11:17:00,VH_02,Car,Diesel,2000.0,4,66.93,1995.1,107.1,52.4,4.62
2024-01-09T08:03:26,VH_02,Car,Diesel,2000.0,2,46.31,2201.8,82.2,50.9,3.3
2024-01-09T08:14:39,VH_02,Car,Diesel,2000.0,2,33.65,2372.5,78.4,43.0,2.94
2024-01-09T08:18:50,VH_02,Car,Diesel,2000.0,5,73.7,1952.5,89.8,48.4,4.9
2024-01-09T08:51:23,VH_02,Car,Diesel,2000.0,1,22.35,1596.4,87.7,47.7,2.37
2024-01-09T08:57:51,VH_02,Car,Diesel,2000.0,1,30.18,1277.6,92.3,50.0,2.64
2024-01-09T09:03:27,VH_02,Car,Diesel,2000.0,1,31.3,1559.3,87.3,46.0,2.66
2024-01-09T09:36:26,VH_02,Car,Diesel,2000.0,3,54.59,3024.2,96.5,48.3,4.29
2024-01-09T09:38:05,VH_02,Car,Diesel,2000.0,5,86.13,2026.4,104.4,42.4,4.23
